product_id,product_name,discounted_price,actual_price,discount_percentage,rating,rating_count,rating_weighted,category_1,category_2,rating_score,difference_price,neg,neu,pos,compound
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),299.0,799.0,0.63,4.2,94363.0,396324.60000000003,Computers & Accessories,Accessories & Peripherals,Satisfied,500.0,0.018,0.455,0.527,0.9935
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",789.0,1999.0,0.61,4.2,34540.0,145068.0,Computers & Accessories,Accessories & Peripherals,Satisfied,1210.0,0.069,0.613,0.318,0.9856
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,299.0,700.0,0.57,4.4,8714.0,38341.600000000006,Electronics,"Home Theater, TV & Video",Satisfied,401.0,0.037,0.634,0.329,0.9959
B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",325.0,1099.0,0.7,4.2,10576.0,44419.200000000004,Computers & Accessories,Accessories & Peripherals,Satisfied,774.0,0.03,0.656,0.314,0.9908
B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",1299.0,1999.0,0.35,4.4,7318.0,32199.200000000004,Computers & Accessories,Accessories & Peripherals,Satisfied,700.0,0.0,0.687,0.313,0.9879
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,790.0,1999.0,0.6,3.0,103.0,309.0,Electronics,"Home Theater, TV & Video",Neutral,1209.0,0.118,0.593,0.29,0.9565
B09LQQYNZQ,Realme Smart TV Stick 4K,4699.0,4699.0,0.0,4.5,224.0,1008.0,Electronics,Home Audio,Satisfied,0.0,0.195,0.581,0.224,0.765
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),18999.0,24990.0,0.24,4.3,4702.0,20218.6,Electronics,"Home Theater, TV & Video",Satisfied,5991.0,0.054,0.705,0.241,0.999
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",199.0,999.0,0.8,4.2,85.0,357.0,Computers & Accessories,Accessories & Peripherals,Satisfied,800.0,0.0,0.369,0.631,0.9949
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",269.0,650.0,0.59,4.4,35877.0,157858.80000000002,Electronics,"Home Theater, TV & Video",Satisfied,381.0,0.0,0.552,0.448,0.9934
B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",1990.0,3100.0,0.36,4.0,897.0,3588.0,Electronics,"Home Theater, TV & Video",Satisfied,1110.0,0.097,0.729,0.175,0.9852
B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",2299.0,3999.0,0.43,3.8,282.0,1071.6,Electronics,Home Audio,Neutral,1700.0,0.064,0.514,0.422,0.9924
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),35999.0,49990.0,0.28,4.3,1611.0,6927.299999999999,Electronics,"Home Theater, TV & Video",Satisfied,13991.0,0.064,0.553,0.383,0.999
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),349.0,999.0,0.65,4.2,513.0,2154.6,Electronics,"Home Theater, TV & Video",Satisfied,650.0,0.046,0.437,0.517,0.995
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",719.0,1499.0,0.52,4.1,1045.0,4284.5,Computers & Accessories,Accessories & Peripherals,Satisfied,780.0,0.054,0.498,0.448,0.994
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),8999.0,18999.0,0.53,4.0,6347.0,25388.0,Electronics,"Home Theater, TV & Video",Satisfied,10000.0,0.04,0.318,0.642,0.9939
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,917.0,2299.0,0.6,4.2,3300.0,13860.0,Electronics,"Home Theater, TV & Video",Satisfied,1382.0,0.16,0.446,0.395,0.9698
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),399.0,999.0,0.6,3.3,23.0,75.89999999999999,Electronics,"Home Theater, TV & Video",Neutral,600.0,0.216,0.621,0.163,-0.6902
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),45999.0,69900.0,0.34,4.3,7109.0,30568.699999999997,Electronics,"Home Theater, TV & Video",Satisfied,23901.0,0.047,0.717,0.237,0.9989
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,119.0,299.0,0.6,3.8,51.0,193.79999999999998,Computers & Accessories,Accessories & Peripherals,Neutral,180.0,0.175,0.568,0.257,0.7479
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),21999.0,29999.0,0.27,4.2,32840.0,137928.0,Electronics,"Home Theater, TV & Video",Satisfied,8000.0,0.115,0.415,0.47,0.9955
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",299.0,599.0,0.5,3.7,708.0,2619.6,Electronics,"Home Theater, TV & Video",Neutral,300.0,0.093,0.516,0.391,0.9863
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),21990.0,34990.0,0.37,4.3,1657.0,7125.099999999999,Electronics,"Home Theater, TV & Video",Satisfied,13000.0,0.075,0.598,0.327,0.9919
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",417.44,670.0,0.38,3.9,523.0,2039.7,Computers & Accessories,Accessories & Peripherals,Neutral,252.56,0.034,0.659,0.307,0.9716
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),47990.0,79990.0,0.4,4.3,1376.0,5916.8,Electronics,"Home Theater, TV & Video",Satisfied,32000.0,0.129,0.527,0.344,0.9931
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,215.0,499.0,0.57,3.5,121.0,423.5,Electronics,"Home Theater, TV & Video",Neutral,284.0,0.107,0.573,0.32,0.9623
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",99.0,800.0,0.88,3.9,1075.0,4192.5,Computers & Accessories,Accessories & Peripherals,Neutral,701.0,0.06,0.585,0.355,0.9875
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),18999.0,35000.0,0.46,4.0,1001.0,4004.0,Electronics,"Home Theater, TV & Video",Satisfied,16001.0,0.033,0.643,0.324,0.995
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",249.0,999.0,0.75,4.3,112.0,481.59999999999997,Computers & Accessories,Accessories & Peripherals,Satisfied,750.0,0.167,0.58,0.253,0.7579
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),7999.0,15999.0,0.5,3.8,3022.0,11483.6,Electronics,"Home Theater, TV & Video",Neutral,8000.0,0.042,0.637,0.322,0.9912
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",649.0,1600.0,0.59,4.3,5451.0,23439.3,Computers & Accessories,Accessories & Peripherals,Satisfied,951.0,0.046,0.615,0.34,0.991
B09TY4MSH3,Firestick Remote,1289.0,2499.0,0.48,3.3,73.0,240.89999999999998,Electronics,"Home Theater, TV & Video",Neutral,1210.0,0.132,0.53,0.338,0.9913
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",609.0,1500.0,0.59,4.5,1029.0,4630.5,Electronics,"Home Theater, TV & Video",Satisfied,891.0,0.0,0.55,0.45,0.9943
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),32990.0,54990.0,0.4,4.1,1555.0,6375.499999999999,Electronics,"Home Theater, TV & Video",Satisfied,22000.0,0.047,0.579,0.374,0.9936
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",599.0,1999.0,0.7,4.2,47.0,197.4,Electronics,"Home Theater, TV & Video",Satisfied,1400.0,0.0,0.391,0.609,0.9935
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,349.0,899.0,0.61,4.1,14896.0,61073.59999999999,Computers & Accessories,Accessories & Peripherals,Satisfied,550.0,0.025,0.712,0.262,0.9955
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),29999.0,50999.0,0.41,4.4,1712.0,7532.8,Electronics,"Home Theater, TV & Video",Satisfied,21000.0,0.021,0.544,0.434,0.9874
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",199.0,399.0,0.5,4.2,1335.0,5607.0,Electronics,"Home Theater, TV & Video",Satisfied,200.0,0.097,0.573,0.329,0.9752
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,349.0,699.0,0.5,3.9,214.0,834.6,Electronics,"Home Theater, TV & Video",Neutral,350.0,0.025,0.55,0.425,0.9944
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",1850.0,4500.0,0.59,4.0,184.0,736.0,Electronics,"Home Theater, TV & Video",Satisfied,2650.0,0.0,0.622,0.378,0.985
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),13990.0,28900.0,0.52,4.5,7.0,31.5,Electronics,"Home Theater, TV & Video",Satisfied,14910.0,0.0,0.54,0.46,0.9782
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",129.0,449.0,0.71,3.7,41.0,151.70000000000002,Computers & Accessories,Accessories & Peripherals,Neutral,320.0,0.118,0.661,0.221,0.8856
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",379.0,999.0,0.62,4.2,12153.0,51042.6,Electronics,"Home Theater, TV & Video",Satisfied,620.0,0.045,0.647,0.308,0.9929
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),185.0,499.0,0.63,4.2,25.0,105.0,Electronics,"Home Theater, TV & Video",Satisfied,314.0,0.0,0.387,0.613,0.9899
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",218.0,999.0,0.78,4.2,163.0,684.6,Computers & Accessories,Networking Devices,Satisfied,781.0,0.027,0.525,0.449,0.987
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",199.0,999.0,0.8,4.3,87.0,374.09999999999997,Computers & Accessories,Accessories & Peripherals,Satisfied,800.0,0.015,0.505,0.48,0.9901
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",499.0,900.0,0.45,4.4,2165.0,9526.0,Electronics,"Home Theater, TV & Video",Satisfied,401.0,0.043,0.585,0.372,0.9856
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),26999.0,42999.0,0.37,4.2,1510.0,6342.0,Electronics,"Home Theater, TV & Video",Satisfied,16000.0,0.0,0.561,0.439,0.9889
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",893.0,1052.0,0.15,4.3,106.0,455.79999999999995,Electronics,"Home Theater, TV & Video",Satisfied,159.0,0.043,0.41,0.546,0.9919
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,10990.0,19990.0,0.45,3.7,129.0,477.3,Electronics,"Home Theater, TV & Video",Neutral,9000.0,0.139,0.528,0.333,0.9836
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",379.0,1099.0,0.66,4.3,3049.0,13110.699999999999,Computers & Accessories,Accessories & Peripherals,Satisfied,720.0,0.057,0.566,0.376,0.9916
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),16999.0,25999.0,0.35,4.2,32840.0,137928.0,Electronics,"Home Theater, TV & Video",Satisfied,9000.0,0.115,0.415,0.47,0.9955
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",699.0,1899.0,0.63,4.4,390.0,1716.0000000000002,Electronics,"Home Theater, TV & Video",Satisfied,1200.0,0.0,0.69,0.31,0.9964
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),2699.0,3500.0,0.23,3.5,621.0,2173.5,Electronics,"Home Theater, TV & Video",Neutral,801.0,0.043,0.516,0.441,0.9977
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",129.0,599.0,0.78,4.1,265.0,1086.5,Computers & Accessories,Accessories & Peripherals,Satisfied,470.0,0.04,0.5,0.459,0.9952
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",389.0,999.0,0.61,4.3,838.0,3603.3999999999996,Computers & Accessories,Accessories & Peripherals,Satisfied,610.0,0.0,0.545,0.455,0.9935
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),246.0,600.0,0.59,4.2,143.0,600.6,Electronics,"Home Theater, TV & Video",Satisfied,354.0,0.026,0.475,0.499,0.9977
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",299.0,799.0,0.63,4.0,151.0,604.0,Computers & Accessories,Accessories & Peripherals,Satisfied,500.0,0.0,0.629,0.371,0.9922
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",247.0,399.0,0.38,3.9,200.0,780.0,Electronics,"Home Theater, TV & Video",Neutral,152.0,0.058,0.45,0.491,0.9968
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,1369.0,2999.0,0.54,3.3,227.0,749.0999999999999,Electronics,"Home Theater, TV & Video",Neutral,1630.0,0.061,0.565,0.374,0.9758
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",199.0,499.0,0.6,3.8,538.0,2044.3999999999999,Electronics,"Home Theater, TV & Video",Neutral,300.0,0.047,0.45,0.503,0.9926
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),299.0,599.0,0.5,4.0,171.0,684.0,Electronics,"Home Theater, TV & Video",Satisfied,300.0,0.039,0.667,0.293,0.9946
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),14999.0,14999.0,0.0,4.3,27508.0,118284.4,Electronics,"Home Theater, TV & Video",Satisfied,0.0,0.095,0.71,0.196,0.9953
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),299.0,699.0,0.57,3.9,1454.0,5670.599999999999,Computers & Accessories,Accessories & Peripherals,Neutral,400.0,0.088,0.46,0.452,0.9904
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),24990.0,51990.0,0.52,4.2,2951.0,12394.2,Electronics,"Home Theater, TV & Video",Satisfied,27000.0,0.0,0.466,0.534,0.9927
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),61999.0,69999.0,0.11,4.1,6753.0,27687.3,Electronics,"Home Theater, TV & Video",Satisfied,8000.0,0.081,0.683,0.237,0.9956
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),24499.0,50000.0,0.51,3.9,3518.0,13720.199999999999,Electronics,"Home Theater, TV & Video",Neutral,25501.0,0.053,0.705,0.242,0.9954
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),10499.0,19499.0,0.46,4.2,1510.0,6342.0,Electronics,"Home Theater, TV & Video",Satisfied,9000.0,0.0,0.561,0.439,0.9889
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",349.0,999.0,0.65,4.3,838.0,3603.3999999999996,Computers & Accessories,Accessories & Peripherals,Satisfied,650.0,0.0,0.545,0.455,0.9935
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,197.0,499.0,0.61,3.8,136.0,516.8,Electronics,"Home Theater, TV & Video",Neutral,302.0,0.0,0.729,0.271,0.9901
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),1299.0,2499.0,0.48,4.3,301.0,1294.3,Electronics,"Home Theater, TV & Video",Satisfied,1200.0,0.036,0.487,0.478,0.9843
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",1519.0,1899.0,0.2,4.4,19763.0,86957.20000000001,Computers & Accessories,Accessories & Peripherals,Satisfied,380.0,0.0,0.474,0.526,0.9899
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),46999.0,69999.0,0.33,4.3,21252.0,91383.59999999999,Electronics,"Home Theater, TV & Video",Satisfied,23000.0,0.068,0.493,0.439,0.9971
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",299.0,799.0,0.63,4.3,1902.0,8178.599999999999,Computers & Accessories,Accessories & Peripherals,Satisfied,500.0,0.0,0.461,0.539,0.9876
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",1799.0,19999.0,0.91,4.2,13937.0,58535.4,Electronics,Wearable Technology,Satisfied,18200.0,0.059,0.687,0.254,0.9972
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",1998.0,9999.0,0.8,4.3,27696.0,119092.79999999999,Electronics,Wearable Technology,Satisfied,8001.0,0.069,0.666,0.265,0.9988
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",1999.0,7990.0,0.75,3.8,17831.0,67757.8,Electronics,Wearable Technology,Neutral,5991.0,0.04,0.634,0.327,0.9988
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,2049.0,2199.0,0.07,4.3,178912.0,769321.6,Electronics,Mobiles & Accessories,Satisfied,150.0,0.052,0.703,0.245,0.9881
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",6499.0,8999.0,0.28,4.0,7807.0,31228.0,Electronics,Mobiles & Accessories,Satisfied,2500.0,0.098,0.633,0.27,0.9799
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",28999.0,28999.0,0.0,4.3,17415.0,74884.5,Electronics,Mobiles & Accessories,Satisfied,0.0,0.064,0.71,0.226,0.9989
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",28999.0,28999.0,0.0,4.3,17415.0,74884.5,Electronics,Mobiles & Accessories,Satisfied,0.0,0.064,0.71,0.226,0.9989
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",6499.0,8999.0,0.28,4.0,7807.0,31228.0,Electronics,Mobiles & Accessories,Satisfied,2500.0,0.098,0.633,0.27,0.9799
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",6499.0,8999.0,0.28,4.0,7807.0,31228.0,Electronics,Mobiles & Accessories,Satisfied,2500.0,0.098,0.633,0.27,0.9799
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",569.0,1000.0,0.43,4.4,67259.0,295939.60000000003,Electronics,Accessories,Satisfied,431.0,0.061,0.625,0.314,0.9757
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",1898.0,4999.0,0.62,4.1,10689.0,43824.899999999994,Electronics,Wearable Technology,Satisfied,3101.0,0.076,0.556,0.368,0.9964
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",1299.0,1599.0,0.19,4.0,128311.0,513244.0,Electronics,Mobiles & Accessories,Satisfied,300.0,0.106,0.56,0.334,0.9919
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",1499.0,6990.0,0.79,3.9,21796.0,85004.4,Electronics,Wearable Technology,Neutral,5491.0,0.029,0.504,0.467,0.9941
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",599.0,999.0,0.4,4.1,192590.0,789618.9999999999,Electronics,"Headphones, Earbuds & Accessories",Satisfied,400.0,0.049,0.631,0.319,0.9933
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",9499.0,11999.0,0.21,4.2,284.0,1192.8,Electronics,Mobiles & Accessories,Satisfied,2500.0,0.03,0.736,0.234,0.9975
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",599.0,2499.0,0.76,3.9,58162.0,226831.8,Electronics,"Headphones, Earbuds & Accessories",Neutral,1900.0,0.078,0.57,0.352,0.9913
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",8999.0,11999.0,0.25,4.0,12796.0,51184.0,Electronics,Mobiles & Accessories,Satisfied,3000.0,0.05,0.304,0.647,0.9876
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",349.0,1299.0,0.73,4.0,14282.0,57128.0,Electronics,Mobiles & Accessories,Satisfied,950.0,0.0,0.466,0.534,0.9944
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),349.0,999.0,0.65,4.1,363713.0,1491223.2999999998,Electronics,"Headphones, Earbuds & Accessories",Satisfied,650.0,0.027,0.498,0.474,0.9971
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",959.0,1800.0,0.47,4.4,67259.0,295939.60000000003,Electronics,Accessories,Satisfied,841.0,0.061,0.625,0.314,0.9757
